artist,title,popularity,key
B.B. King,The Thrill Is Gone,10778,D Major
Lorde,Royals,9160,D Major
The Strokes,Reptilia,9115,D Major
Ed Sheeran,Thinking Out Loud,8503,D Major
Eagles,I Can’t Tell You Why,8454,D Major
A Great Big World,Say Something,8306,D Major
Wings,Maybe I’m Amazed,7941,D Major
Taylor Swift,Love Story,7780,D Major
Pretenders,I’ll Stand by You,7677,D Major
싸이,Gangnam Style,7330,D Major
Pink Floyd,Money,7292,D Major
John Mayer,Stop This Train,6990,D Major
Foo Fighters,Everlong,6964,D Major
AC-DC,Highway to Hell,6909,D Major
Edward Sharpe & The Magnetic Zeros,Home,6791,D Major
Led Zeppelin,Thank You,6665,D Major
Bryan Adams,Summer Of '69,6621,D Major
U2,Beautiful Day,6399,D Major
The Wallflowers,One Headlight,6338,D Major
Fall Out Boy,"Dance, Dance",6144,D Major
The Beatles,Twist and Shout (1964-06-16),6134,D Major
OneRepublic,Secrets,5891,D Major
Arctic Monkeys,Mardy Bum,5685,D Major
Michael Bublé,Everything,5580,D Major
Queen,The Show Must Go On,5539,D Major
Linkin Park,Nobody’s Listening,5292,D Major
ABBA,Mamma Mia,5083,D Major
Linkin Park,Don’t Stay,4915,D Major
Eagles,Hotel California,4728,D Major
Red Hot Chili Peppers,I Could Have Lied,4709,D Major
Swedish House Mafia,Don't You Worry Child (radio edit),4697,D Major
John Mayer,Daughters,4673,D Major
Goo Goo Dolls,Iris,4634,D Major
Queen,Under Pressure,4586,D Major
Nirvana,Lithium,4578,D Major
Michael Jackson,Human Nature,4446,D Major
Pink Floyd,Brain Damage,4445,D Major
싸이,강남스타일,4299,D Major
Deep Blue Something,Breakfast at Tiffany’s,4281,D Major
John Mayer,Waiting On The World To Change,4233,D Major
Curtis Mayfield,Move On Up,4216,D Major
José Feliciano,Feliz Navidad,4160,D Major
Led Zeppelin,Kashmir,4122,D Major
Pink Floyd,One of These Days,4113,D Major
We Were Promised Jetpacks,Roll Up Your Sleeves,4103,D Major
Daft Punk,One More Time,4082,D Major
Queen,Fat Bottom Girls (Roman Pushkin main mix),4074,D Major
Sting,Fields of Gold,3974,D Major
Coldplay,Speed of Sound,3907,D Major
blink‐182,Stay Together for the Kids,3879,D Major
Daft Punk,Aerodynamic,3851,D Major
Chic,Good Times,3751,D Major
Hall & Oates,Maneater,3736,D Major
Dave Matthews Band,Ants Marching,3724,D Major
The Beatles,Eight Days a Week,3673,D Major
The Beatles,Taxman,3658,D Major
D'Angelo,Feel Like Makin' Love,3650,D Major
3 Doors Down,Kryptonite,3629,D Major
John Mayer,Clarity,3623,D Major
Megadeth,Tornado of Souls,3623,D Major
Maroon 5,Moves Like Jagger,3617,D Major
Jimmy Eat World,The Middle,3612,D Major
Thin Lizzy,Cowboy Song,3608,D Major
Michael Jackson,P.Y.T. (Pretty Young Thing),3498,D Major
R.E.M.,Everybody Hurts,3459,D Major
Lana Del Rey,Young and Beautiful,3458,D Major
The Lovin’ Spoonful,Coconut Grove,3447,D Major
Stuff,Foots,3405,D Major
David Bowie,Moonage Daydream,3399,D Major
Lady Gaga,Alejandro,3386,D Major
Jimi Hendrix,Wait Till Tomorrow,3345,D Major
The Police,Every Little Thing She Does Is Magic,3316,D Major
Fall Out Boy,"Sugar, We're Goin' Down",3287,D Major
Jane’s Addiction,Irresistible Force,3274,D Major
Frank Sinatra,"New York, New York",3255,D Major
Sabaton,Metal Crüe,3219,D Major
The Beatles,Twist & Shout,3212,D Major
John Mayer,"Whiskey, Whiskey, Whiskey",3211,D Major
Daft Punk,Contact,3186,D Major
Taylor Swift,Our Song,3177,D Major
Boney M.,Rasputin,3104,D Major
Luther Vandross,Never Too Much,3091,D Major
"Earth, Wind & Fire",Let's Groove,3078,D Major
Kenny Loggins,Danny's Song,3068,D Major
Led Zeppelin,Moby Dick,3057,D Major
Irene Cara,Out Here on My Own,3007,D Major
Linda Ronstadt,(Love Is Like A) Heat Wave,2972,D Major
Tom Petty and the Heartbreakers,American Girl,2955,D Major
ABBA,Waterloo,2902,D Major
Journey,Open Arms,2891,D Major
Pixies,Here Comes Your Man,2864,D Major
Rod Stewart,Maggie May,2858,D Major
Whitney Houston,I Look to You,2838,D Major
Billy Joel,Just the Way You Are,2836,D Major
Madonna,Holiday,2794,D Major
Neil Young,Harvest Moon,2776,D Major
Hillsong United,Oceans (Where Feet May Fail),2774,D Major
Mumford & Sons,Babel,2771,D Major
P!nk,Try,2757,D Major
Plain White T's,Hey There Delilah,2754,D Major
Bruno Mars,Gorilla,2742,D Major
Fall Out Boy,Grand Theft Autumn-Where Is Your Boy (acoustic),2737,D Major
Muse,Plug In Baby,2706,D Major
Journey,Lights,2698,D Major
The Beatles,We Can Work It Out,2677,D Major
John Mayer,Shadow Days,2666,D Major
Queen,Don’t Try Suicide,2646,D Major
Primus,Wynona’s Big Brown Beaver,2642,D Major
Lynyrd Skynyrd,Gimme Three Steps,2639,D Major
Gary Numan,Cars,2630,D Major
The Black Keys,I Got Mine,2616,D Major
Billy Idol,Rebel Yell,2616,D Major
Men at Work,Down Under,2595,D Major
John Denver,Annie's Song,2591,D Major
AC-DC,For Those About to Rock (We Salute You),2589,D Major
X Ambassadors,Renegades,2576,D Major
ABBA,Mama Mia,2576,D Major
Swedish House Mafia,Don't You Worry Child,2574,D Major
Eddie Vedder,Society,2540,D Major
Jack Johnson,If I Had Eyes,2534,D Major
Bob Dylan,Forever Young,2527,D Major
John Mayer,A Face to Call Home,2527,D Major
David Guetta,Without You,2512,D Major
D'Angelo,Untitled (How Does It Feel),2509,D Major
Nat King Cole,More,2494,D Major
Michael McDonald,Ain't No Mountain High Enough,2491,D Major
LeAnn Rimes,How Do I Live,2489,D Major
Queen,I Want It All,2472,D Major
Lady Antebellum,Bartender,2450,D Major
George Harrison,While My Guitar Gently Weeps,2432,D Major
Led Zeppelin,Over the Hills and Far Away,2431,D Major
Taylor Swift,Style,2404,D Major
"Crosby, Stills, Nash & Young",Southern Cross,2401,D Major
The Beatles,If I Fell,2399,D Major
Madonna,Borderline,2398,D Major
DeBarge,Rhythm of the Night,2394,D Major
Chevelle,Wonder What’s Next,2383,D Major
My Chemical Romance,I'm Not Okay (I Promise),2380,D Major
Jimmy Buffett,Margaritaville,2371,D Major
Chicago,Street Player,2366,D Major
The Whispers,And the Beat Goes On,2354,D Major
Big Time Rush,All Over Again,2353,D Major
Blind Faith,Can’t Find My Way Home,2349,D Major
Fall Out Boy,Irresistible,2326,D Major
Slipknot,Duality,2316,D Major
Aerosmith,I Don't Want to Miss a Thing,2313,D Major
Hinder,Lips of an Angel,2308,D Major
Oasis,Little by Little,2291,D Major
The Black Eyed Peas,Let’s Get It Started,2284,D Major
Sheryl Crow,The First Cut is the Deepest,2264,D Major
All-4-One,I Swear,2260,D Major
Dan Hill,Why Do We Always Hurt The Ones We Love,2258,D Major
The Beatles,Drive My Car,2254,D Major
The Cult,She Sells Sanctuary,2249,D Major
The Shins,Caring Is Creepy,2240,D Major
Skillet,"It’s Not Me, It’s You",2216,D Major
Howard Shore,Concerning Hobbits,2215,D Major
Billy Idol,White Wedding,2197,D Major
Boston,Hitch a Ride,2191,D Major
Pearl Jam,Mind Your Manners,2190,D Major
Creedence Clearwater Revival,Bad Moon Rising,2190,D Major
Kygo,Firestone,2189,D Major
Nicki Minaj,Starships,2181,D Major
Kid Cudi,Day 'n' Nite,2163,D Major
U2,In God’s Country,2160,D Major
Rush,The Trees,2154,D Major
Faith Hill,The Way You Love Me,2154,D Major
Mariah Carey,Outside,2150,D Major
Backstreet Boys,Back to Your Heart,2143,D Major
a-ha,Crying in the Rain,2143,D Major
U2,Where the Streets Have No Name,2143,D Major
The Undertones,Teenage Kicks,2141,D Major
Ozzy Osbourne,Goodbye to Romance,2131,D Major
Fun Lovin’ Criminals,Scooby Snacks,2128,D Major
Alkaline Trio,Radio,2128,D Major
Pearl Jam,Better Man,2126,D Major
Rihanna,Disturbia,2124,D Major
Tom Petty and the Heartbreakers,The Waiting,2124,D Major
Willie Nelson,Always on My Mind,2115,D Major
Accept,Balls to the Wall,2103,D Major
Naked Eyes,Always Something There to Remind Me,2101,D Major
Shakira,Can’t Remember to Forget You,2096,D Major
The Young Rascals,Good Lovin',2087,D Major
Rihanna,Only Girl (in the World),2087,D Major
The Calling,Wherever You Will Go,2084,D Major
Coheed and Cambria,Devil in Jersey City,2080,D Major
Pearl Jam,Light Years,2078,D Major
Evanescence,Going Under,2069,D Major
I Prevail,Blank Space,2065,D Major
Billy Joel,My Life,2063,D Major
Natalie Cole,Miss You Like Crazy,2055,D Major
Explosions in the Sky,A Song for Our Fathers,2045,D Major
Halestorm,Freak Like Me,2042,D Major
Jackson Browne,Somebody's Baby,2042,D Major
Flogging Molly,(No More) Paddy’s Lament,2016,D Major
Carly Simon,Anticipation,2010,D Major
The Raconteurs,Steady As She Goes,2003,D Major
Kenny Wayne Shepherd,Blue on Black (The Road mix),2002,D Major
John Mayer,Assassin,1999,D Major
Beck,Loser,1994,D Major
The Doobie Brothers,Black Water,1989,D Major
Backstreet Boys,Show Me the Meaning of Being Lonely,1980,D Major
Jim Croce,Time in a Bottle,1976,D Major
U2,Discothéque,1972,D Major
Josh Groban,Little Drummer Boy,1969,D Major
Jack Kilmer,T.M.,1964,D Major
The Beatles,Mother Nature’s Son,1956,D Major
Cage the Elephant,Cigarette Daydreams,1946,D Major
The Beatles,The Fool on the Hill,1939,D Major
Little River Band,Reminiscing,1939,D Major
B.B. King,The Trill Is Gone (live),1935,D Major
Pink Floyd,Run Like Hell,1934,D Major
Amy Grant,Hark! The Herald Angels Sing,1929,D Major
Electric Light Orchestra,Ma-Ma-Ma Belle,1928,D Major
Foo Fighters,Times Like These,1921,D Major
Michael Bublé,You've Got a Friend in Me,1912,D Major
Lara Fabian,Je suis malade,1912,D Major
The Who,Pinball Wizard,1904,D Major
Madonna,Cherish,1903,D Major
Dire Straits,Down to the Waterline,1901,D Major
Brownsville Station,Smokin’ in the Boys Room,1900,D Major
Mariah Carey,Touch My Body,1898,D Major
Bob Dylan,Blowing in the Wind,1894,D Major
Styx,Babe,1889,D Major
The Cure,Friday I'm in Love,1888,D Major
Spock’s Beard,On a Perfect Day,1886,D Major
Sublime,What I Got,1885,D Major
Owl City,When Can I See You Again?,1879,D Major
Red Hot Chili Peppers,Out in L.A.,1877,D Major
Michael Jackson,Ghost,1876,D Major
Oasis,Stop Crying Your Heart Out,1872,D Major
Jimmy Cliff,I Can See Clearly Now,1870,D Major
The All-American Rejects,Top of the World,1867,D Major
Francesca Battistelli,Holy Spirit,1867,D Major
One Direction,Stockholm Syndrome,1865,D Major
One Direction,Stockholm Syndrome,1865,D Major
Taylor Swift,Back to December-Apologize-You're Not Sorry,1862,D Major
Link Wray,Rumble,1861,D Major
Maroon 5,Daylight,1860,D Major
Aerosmith,Rag Doll,1846,D Major
Electric Light Orchestra,Do Ya,1836,D Major
Chicago,Along Comes a Woman,1833,D Major
Gary's Gang,Keep On Dancin',1829,D Major
John Mayer,Who Says,1822,D Major
Boyz II Men,I'll Make Love To You,1818,D Major
Foo Fighters,Burn Away,1814,D Major
Volbeat,The Devil’s Bleeding Crown,1808,D Major
Fleetwood Mac,Over My Head,1803,D Major
Linkin Park,Runaway,1802,D Major
Toni Braxton,Un-Break My Heart,1800,D Major
James Taylor,Handy Man,1799,D Major
R.E.M.,"What's the Frequency, Kenneth?",1799,D Major
Johnny Nash,I Can See Clearly Now,1796,D Major
Yvonne Elliman,Love Me,1795,D Major
Stone Temple Pilots,Trippin’ on a Hole in a Paper Heart,1795,D Major
a-ha,Early Morning,1793,D Major
John Mayer,City Love,1790,D Major
Backstreet Boys,Feels Like Home,1789,D Major
Slipknot,Wait and Bleed,1789,D Major
Nick Jonas,Jealous,1787,D Major
Shakira,Waka Waka (This Time for Africa),1782,D Major
Bee Gees,Emotion,1779,D Major
Andy McKee,Drifting,1778,D Major
twenty one pilots,Tear in My Heart,1773,D Major
U2,Walk On,1767,D Major
Arctic Monkeys,You Probably Couldn’t See for the Lights but You Were Staring Straight at Me,1753,D Major
The Nitty Gritty Dirt Band,Fishin’ in the Dark,1751,D Major
Nicki Minaj,I Am Your Leader,1749,D Major
Bee Gees,You Win Again,1746,D Major
Y.G.,Toot It and Boot It,1740,D Major
Jason Becker,Altitudes,1735,D Major
"Earth, Wind & Fire",Wanna Be With You,1735,D Major
Whitney Houston,When You Believe,1728,D Major
Dan Hill,Sometimes When We Touch,1719,D Major
Brand New,Jesus,1717,D Major
John Mayer,My Stupid Mouth,1715,D Major
The Smiths,"Please, Please, Please, Let Me Get What I Want",1709,D Major
Nickelback,Burn It to the Ground,1707,D Major
Whitney Houston,Where Do Broken Hearts Go,1702,D Major
Volbeat,Lola Montez,1701,D Major
Backstreet Boys,Soldier,1697,D Major
Pantera,"Suicide Note, Part I",1695,D Major
Arctic Monkeys,Fake Tales of San Francisco,1695,D Major
Rush,Subdivisions,1693,D Major
Fetty Wap,679,1689,D Major
Brand New,Sowing Season,1677,D Major
Creed,One Last Breath,1675,D Major
Chicago,Dialogue,1672,D Major
The Moody Blues,I Never Thought I’d Live to Be a Hundred,1670,D Major
Dream Theater,The Spirit Carries On,1666,D Major
John Mayer,New Deep,1664,D Major
Bee Gees,Alone,1658,D Major
The Clash,Should I Stay or Should I Go,1657,D Major
1208,Fall Apart,1651,D Major
Plain White T’s,"1,2,3,4",1650,D Major
Slipknot,Sulfur,1649,D Major
We Were Promised Jetpacks,It's Thunder and It's Lightning,1644,D Major
Bush,Comedown,1644,D Major
Becky G,Shower,1643,D Major
Lana Del Rey,Radio,1643,D Major
Nickelback,Someday,1640,D Major
Toby Keith,I Love This Bar,1639,D Major
Pink Floyd,Us and Them,1638,D Major
Rod Stewart,You're in My Heart,1635,D Major
The Moody Blues,I Never Thought I’d Live to Be a Million,1633,D Major
Cher Lloyd,Want U Back,1631,D Major
Coheed and Cambria,Junesong Provision,1630,D Major
The Kinks,Tin Soldier Man,1629,D Major
KT Tunstall,Suddenly I See,1629,D Major
Yellowcard,The Takedown,1623,D Major
Peter Cetera,You're the Inspiration,1622,D Major
The Offspring,Come Out and Play (Keep 'em Separated),1622,D Major
Drake,305 to My City,1622,D Major
Jimmy Eat World,Invented,1621,D Major
Lady Gaga,"Beautiful, Dirty, Rich",1615,D Major
Hall & Oates,Jingle Bell Rock,1613,D Major
Chris Brown,Yeah 3x,1612,D Major
Mariah Carey,Melt Away,1611,D Major
Slipknot,Left Behind,1608,D Major
Evanescence,Hello,1606,D Major
Bee Gees,Love You Inside Out,1600,D Major
Lou Rawls,You'll Never Find Another Love Like Mine,1600,D Major
The Yardbirds,I Can't Make Your Way,1599,D Major
The Clash,I Fought the Law,1598,D Major
Big Time Rush,Invisible,1595,D Major
Foo Fighters,Rope,1589,D Major
Don Henley,The Heart of the Matter,1581,D Major
Owl City,Deer in the Headlights,1580,D Major
Prince,I Would Die 4 U,1578,D Major
R.E.M.,Gardening at Night,1574,D Major
Billy Ocean,Carribean Queen,1572,D Major
Natalie Imbruglia,Beauty on the Fire,1571,D Major
Switchfoot,Meant to Live,1569,D Major
The Offspring,Pretty Fly (For A White Guy),1567,D Major
Orleans,Dance With Me,1566,D Major
Bryan Adams,Cuts Like A Knife,1566,D Major
Mariah Carey,"God Rest Ye Merry, Gentlemen",1558,D Major
Manu Chao,Me gustas tu,1556,D Major
The Allman Brothers Band,Statesboro Blues (live),1555,D Major
Five Finger Death Punch,The Pride,1553,D Major
Creed,My Sacrifice,1549,D Major
Backstreet Boys,Get Another Boyfriend,1544,D Major
The Rankin Family,Jiggin Medley : Whiskey in a Cup-King George-Old King's Reel-King's Reel-Bodachan a'Mhirein,1542,D Major
Saves the Day,At Your Funeral,1542,D Major
Five Finger Death Punch,Bad Company,1541,D Major
Gregory Abbott,Shake You Down,1538,D Major
TV on the Radio,Wolf Like Me,1537,D Major
The Beatles,Tell Me Why,1534,D Major
Green Day,Let Yourself Go,1532,D Major
Keb’ Mo’,Hand It Over,1526,D Major
Supertramp,Give a Little Bit,1523,D Major
John Mayer,Do You Know Me,1521,D Major
Dente,Cuore di pietra,1520,D Major
Teddy Pendergrass,Hold Me,1519,D Major
Jack Ingram,Wherever You Are,1511,D Major
Lana Del Rey,High by the Beach,1507,D Major
Kelly Clarkson,Miss Independent,1496,D Major
Against Me!,We're Breaking Up,1496,D Major
Five Finger Death Punch,Hard to See,1494,D Major
a-ha,I Call Your Name,1487,D Major
Stray Cats,Rock This Town,1481,D Major
James Ingram,I Don't Have the Heart,1480,D Major
Bonnie Raitt,Storm Warning,1479,D Major
Brad Kane,A Whole New World,1475,D Major
*NSYNC,This I Promise You,1474,D Major
Five Finger Death Punch,Wrong Side of Heaven,1470,D Major
Amon Amarth,The Pursuit of Vikings,1470,D Major
Florida Georgia Line,Dirt,1468,D Major
Owl City,Gold,1466,D Major
The Police,King of Pain,1466,D Major
Avril Lavigne,Girlfriend,1465,D Major
Big Time Rush,Count on You,1465,D Major
Barry Manilow,This One's for You,1464,D Major
Van Halen,When It's Love,1464,D Major
Justin Timberlake,Take Back the Night,1463,D Major
Journey,I'll Be Alright Without You,1462,D Major
Buckcherry,Crazy Bitch,1456,D Major
U2,Running to Stand Still,1450,D Major
Pure Prairie League,Amie,1449,D Major
Whitney Houston,Hold Me,1448,D Major
Depeche Mode,Wrong,1448,D Major
Soundgarden,Rusty Cage,1447,D Major
Tears for Fears,Everybody Wants to Rule the World,1444,D Major
The Rolling Stones,Jumpin' Jack Flash,1444,D Major
R.E.M.,Talk About the Passion,1441,D Major
Al Wilson,Show & Tell,1439,D Major
Faith No More,Midlife Crisis,1438,D Major
Jet,Cold Hard Bitch,1435,D Major
Iron Maiden,Run Silent Run Deep,1433,D Major
Gloria Estefan,Can't Stay Away From You,1430,D Major
Blake Shelton,God Gave Me You,1429,D Major
Rascal Flatts,Here Comes Goodbye,1425,D Major
We the Kings,Check Yes Juliet (Run Baby Run),1423,D Major
Coheed and Cambria,The Light & The Glass,1420,D Major
Little Boots,Satellite,1419,D Major
Smokey Robinson,One Heartbeat,1418,D Major
Paula Abdul,Forever Your Girl,1415,D Major
Avril Lavigne,Happy Ending,1410,D Major
Owl City,Wolf Bite,1408,D Major
Mariah Carey,When You Believe,1408,D Major
The Beatles,Run for Your Life,1407,D Major
Hootie & the Blowfish,When She’s Gone,1406,D Major
Joe Cocker,Up Where We Belong,1405,D Major
America,Ventura Highway,1405,D Major
Keith Urban,Somewhere in My Car,1404,D Major
The Jets,You Got It All,1403,D Major
Five Finger Death Punch,Never Enough,1403,D Major
Deftones,Hole in the Earth,1402,D Major
Heatwave,Always & Forever,1401,D Major
Owl City,Alligator Sky,1399,D Major
Elvis Presley,Can’t Help Falling in Love,1393,D Major
Johann Strauss II,The Blue Danube Waltz,1393,D Major
a-ha,I've Been Losing You,1391,D Major
Rush,Closer to the Heart,1390,D Major
Buckethead,LeBron,1390,D Major
Rush,Closer to the Heart,1390,D Major
The Beatles,P.S. I Love You,1388,D Major
R.E.M.,Supernatural Superserious,1388,D Major
Mariah Carey,Never Forget You,1387,D Major
Chad Kroeger,Hero,1386,D Major
Jet,Put Your Money Where Your Mouth Is,1385,D Major
Katy Tiz,Whistle (While You Work It),1383,D Major
U2,In a Little While,1383,D Major
Chevelle,Jars,1383,D Major
Marshall Crenshaw,Our Town,1381,D Major
The Beatles,Maxwell's Silver Hammer,1378,D Major
Angels & Airwaves,Secret Crowds,1375,D Major
Creed,Higher,1375,D Major
The Suburbs,Love Is The Law,1372,D Major
Young the Giant,Cough Syrup,1371,D Major
"Earth, Wind & Fire",Something Special,1370,D Major
Lady Gaga,LoveGame,1370,D Major
Electric Light Orchestra,Rockaria!,1369,D Major
A Flock of Seagulls,Space Age Love Song,1369,D Major
Patrick Hernandez,Born to Be Alive,1367,D Major
Taproot,Poem,1366,D Major
Rick Astley,Together Forever,1365,D Major
Jason Aldean,Dirt Road Anthem,1364,D Major
John Frusciante,Carvel,1364,D Major
Mariah Carey,Do You Know Where You're Going To,1361,D Major
Bee Gees,Spirits (Having Flown),1360,D Major
Fall Out Boy,"A Little Less Sixteen Candles, a Little More “Touch Me”",1357,D Major
Andy Williams,It's the Most Wonderful Time of the Year,1356,D Major
John Lennon,Love,1355,D Major
Plain White T's,"1, 2, 3, 4",1355,D Major
Manchester Orchestra,Colly Strings,1353,D Major
Jessie J,Burnin' Up,1352,D Major
The Allman Brothers Band,Midnight Rider (live),1344,D Major
The Wonder Years,Madelyn,1343,D Major
Vinnie Moore,Ridin' High,1341,D Major
Backstreet Boys,It's Gotta Be You,1341,D Major
CAKE,Short Skirt-Long Jacket,1341,D Major
The Corrs,Only When I Sleep,1338,D Major
The Beatles,Magical Mystery Tour,1337,D Major
Barry Manilow,Arthur's Theme (Best That You Can Do),1333,D Major
Foster the People,Don't Stop (Color on the Walls),1331,D Major
Sum 41,What We're All About,1327,D Major
Queen,Crazy Little Thing Called Love,1325,D Major
Backstreet Boys,I Wanna Be With You,1324,D Major
Air Supply,Just as I Am,1324,D Major
Trophy Scars,Good Luck,1322,D Major
Say Anything,So Good,1320,D Major
Years & Years,Take Shelter,1315,D Major
Jeremy Camp,Give You Glory,1315,D Major
Foo Fighters,Dear Rosemary,1313,D Major
Gary Glitter,I'm the Leader of the Gang (I Am),1309,D Major
Elvis Presley,Here Comes Santa Claus (Right Down Santa Claus Lane),1307,D Major
a-ha,You Are the One,1306,D Major
Disturbed,Voices,1305,D Major
Arctic Monkeys,From the Ritz to the Rubble,1304,D Major
Five Finger Death Punch,Lift Me Up,1304,D Major
Bill Withers,Grandma's Hands,1303,D Major
Korn,Narcissistic Cannibal,1300,D Major
Steve Winwood,Back in the High Life Again,1299,D Major
Mariah Carey,Daydream Interlude,1298,D Major
Dream Theater,This Dying Soul,1296,D Major
E. Power Biggs,"Prelude and Fugue in B minor, BWV 544: I. Praeludium",1294,D Major
Trivium,Down From the Sky,1284,D Major
Bruce Springsteen,Straight Time (live),1284,D Major
London Grammar,Hey Now,1283,D Major
Five Finger Death Punch,Under and Over It,1281,D Major
The Beatles,What You're Doing,1281,D Major
Lil Wayne,Prom Queen (instrumental),1277,D Major
Kidz Bop,That's The Way It Is,1276,D Major
Foo Fighters,White Limo,1275,D Major
Brand New,Limousine (MS Rebridge),1272,D Major
Bobby Helms,Jingle Bell Rock,1270,D Major
Rush,Fly By Night,1269,D Major
Evanescence,Breathe No More,1268,D Major
Buckcherry,Sorry,1268,D Major
Theory of a Deadman,Angel,1267,D Major
Bee Gees,Tragedy,1267,D Major
Atif Aslam,O Re Piya,1265,D Major
Switchfoot,Stars,1265,D Major
No Doubt,Just a Girl,1261,D Major
The Police,Don't Stand So Close to Me,1260,D Major
Creedence Clearwater Revival,Proud Mary,1259,D Major
Two Door Cinema Club,Next Year,1259,D Major
Air Supply,I Can Wait Forever,1257,D Major
The Beatles,Julia,1257,D Major
Nickelback,Side of a Bullet,1257,D Major
Carole King,Smackwater Jack,1256,D Major
Jason Aldean,Amarillo Sky,1251,D Major
Aloe Blacc,The Man,1251,D Major
The Beatles,Anna (Go to Him),1249,D Major
Rhapsody of Fire,Emerald Sword,1244,D Major
Staind,Spleen,1244,D Major
The Calling,Whenever You Will Go,1244,D Major
Avantasia,The Scarecrow,1243,D Major
NOFX,Scavenger Type,1242,D Major
Bloc Party,Helicopter,1242,D Major
The Royal Guardsmen,Peanut Butter,1241,D Major
Pitbull,Hotel Room Service,1240,D Major
Stone Temple Pilots,Dead and Bloated,1240,D Major
Train,Bruises,1239,D Major
Carrie Underwood,Don't Forget To Remember Me,1237,D Major
Firefall,You Are the Woman,1237,D Major
Kenny Chesney,Beer in Mexico,1235,D Major
The Byrds,Turn! Turn! Turn!,1234,D Major
Mott the Hoople,Sweet Jane,1231,D Major
Pierce the Veil,King for a Day,1230,D Major
Loggins & Messina,Danny's Song,1230,D Major
The Beatles,Any Time at All,1227,D Major
Brian Tyler,Asgard,1224,D Major
Cher Lloyd,Swagger Jagger,1223,D Major
P!nk,Get the Party Started,1222,D Major
Montrose,Rock the Nation,1221,D Major
Joey Scarbury,Believe It or Not,1220,D Major
Harry Nilsson,Without Her,1219,D Major
King Missile,Detachable Penis,1217,D Major
The Byrds,Mr. Tambourine Man,1217,D Major
E. Power Biggs,"Prelude and Fugue in B minor, BWV 544: II. Fuga",1217,D Major
The Black Keys,Gotta Get Away,1214,D Major
Steve Miller Band,Rock 'n Me,1214,D Major
Michael Learns to Rock,That's Why You Go Away,1213,D Major
Michael Learns to Rock,That's Why You Go Away,1213,D Major
Snoop Dogg,"Young, Wild & Free",1212,D Major
Backstreet Boys,Not for Me,1206,D Major
Mariah Carey,Jesus Born on This Day,1205,D Major
Styx,Too Much Time On My Hands,1205,D Major
Mariah Carey,Sweetheart,1203,D Major
Bee Gees,Guilty,1202,D Major
The Who,Happy Jack,1201,D Major
The Decemberists,The Crane Wife 3,1199,D Major
We Are the Fallen,Bury Me Alive,1198,D Major
Rush,Clockwork Angels,1195,D Major
London Grammar,Strong,1195,D Major
Wolfgang Amadeus Mozart,"Ballet Music for Idomeneo, rè di Creta, K. 367: I. Chaconne: Allegro in D major - Larghetto in B-flat major - Allegro in D major - II. Pas seul: Largo - Allegretto - Più allegro",1192,D Major
Big Time Rush,I Know You Know (feat. Cymphonique),1192,D Major
Watershed,Indigo Girl,1190,D Major
Keith Urban,Raise the Barn,1189,D Major
Andrew W.K.,She Is Beautiful,1189,D Major
The Vapors,Turning Japanese,1188,D Major
Bon Jovi,It's My Life (Live),1188,D Major
Acid Bath,Scream of the Butterfly,1187,D Major
American Authors,Best Day of My Life,1186,D Major
Owl City,Alligator Sky (feat. Shawn Chrystopher),1185,D Major
All Time Low,Circles,1179,D Major
Musique,In the Bush,1179,D Major
Rascal Flatts,Why Wait,1177,D Major
Antony Santos,El jueguito,1176,D Major
Billy Preston,With You I'm Born Again,1176,D Major
Backstreet Boys,Trouble Is,1174,D Major
Francesca Battistelli,Write Your Story,1173,D Major
Pat Green,Wave on Wave,1172,D Major
Tina Turner,I Don't Wanna Fight,1172,D Major
Stone Sour,Say You'll Haunt Me,1171,D Major
Evanescence,Bleed,1171,D Major
Fine Young Cannibals,She Drives Me Crazy,1167,D Major
Ke$ha,Blow,1167,D Major
Story of the Year,Until the Day I Die,1165,D Major
Judas Priest,"Rock Hard, Ride Free",1165,D Major
Andrew W.K.,Ready to Die,1165,D Major
Golden Earring,Twilight Zone,1164,D Major
Royal Philharmonic Orchestra,Love Changes Everything,1164,D Major
Trans-Siberian Orchestra,Christmas Canon,1163,D Major
The Corrs,Would You Be Happier,1161,D Major
The Mountain Goats,Night Light,1160,D Major
Queen,Fat Bottomed Girls,1160,D Major
Nothing More,Jenny,1158,D Major
Brand New,The Archers Bows Have Broken,1154,D Major
Deftones,Rocket Skates,1153,D Major
Bright Eyes,An Attempt to Tip the Scales,1152,D Major
Chevelle,Well Enough Alone,1150,D Major
Flogging Molly,Seven Deadly Sins,1148,D Major
Lil Wayne,Prom Queen,1148,D Major
Trophy Scars,Years So Much,1146,D Major
Eiffel 65,Lucky (In My Life),1145,D Major
Seether,Sympathetic,1144,D Major
Seether,Waste,1142,D Major
The Moody Blues,Out and In,1142,D Major
Niccolò Paganini,24 Caprices Op. 1: No. 2 in B minor,1140,D Major
Cat Stevens,Where Do the Children Play?,1138,D Major
We Are Scientists,Rules Don't Stop,1136,D Major
Rascal Flatts,Me and My Gang,1136,D Major
Keith Urban,Everybody,1135,D Major
Eiffel 65,Morning Time,1132,D Major
Backstreet Boys,Just Want You to Know,1131,D Major
Climax Blues Band,Couldn't Get It Right,1131,D Major
Andrew W.K.,Party Party Party,1130,D Major
The Avett Brothers,Bring Your Love to Me,1130,D Major
